date_registered,gender,birthdate,current_location,employer,job,age,salary,credit_card_provider
2020-02-10,M,1940-01-11,"[-46.5, -122.0]","White, Duran and Richardson",Other,30-39,60k-90k,VISA 16 digit
2021-01-11,F,1956-10-10,"[-86.1, -174.9]",Moore LLC,Other,60+,30k-60k,Diners Club / Carte Blanche
2021-01-27,F,2015-11-08,"[-4.8, 102.2]","Washington, Brown and Collins",Other,40-49,150k+,VISA 16 digit
2019-11-11,M,1993-06-27,"[14.6, 124.3]",Juarez-Powell,Other,40-49,150k+,Maestro
2020-08-27,M,1910-05-18,"[-85.6, -8.6]",Hall-Sutton,Other,40-49,150k+,VISA 19 digit
2020-11-15,M,1999-11-16,"[-38.8, -155.6]",Smith-Richards,Other,20-29,150k+,JCB 16 digit
2022-05-27,F,1950-05-27,"[6.0, -112.6]",Cross Ltd,Other,40-49,150k+,Maestro
2020-08-09,M,1949-04-08,"[-43.9, 47.2]",Compton Ltd,Other,50-59,150k+,VISA 19 digit
2020-11-01,F,1915-02-27,"[-29.5, -153.9]",Coleman-Coleman,Other,40-49,60k-90k,VISA 16 digit
2020-10-26,M,1971-12-24,"[9.5, 148.5]",Blair-Fitzgerald,Other,50-59,120k-150k,VISA 16 digit
2019-08-28,M,2006-07-09,"[77.4, -157.7]",Stokes-Stone,Other,50-59,150k+,VISA 16 digit
2019-09-23,F,1952-05-20,"[63.9, -152.4]",Jones Group,Other,60+,60k-90k,Mastercard
2020-03-18,M,1994-01-22,"[1.4, 5.3]",Aguirre and Sons,Other,30-39,<30k,Diners Club / Carte Blanche
2019-09-11,F,1967-05-08,"[50.7, 74.3]","Bird, Branch and Hoffman",Other,40-49,<30k,JCB 15 digit
2019-12-27,F,1955-09-08,"[58.7, -1.7]","Bright, Greene and Collins",Other,50-59,150k+,JCB 16 digit
2019-12-02,F,1938-08-14,"[-15.9, -71.8]",Galvan-Gonzalez,Other,60+,150k+,Maestro
2020-01-09,M,1992-09-03,"[-79.2, 9.5]",Thompson LLC,Other,40-49,30k-60k,JCB 16 digit
2019-09-14,M,1974-07-14,"[59.1, 24.3]",Mueller-Lozano,Other,40-49,60k-90k,VISA 16 digit
2020-06-30,M,1970-01-09,"[6.8, 56.7]",Mclean Ltd,Other,40-49,30k-60k,Discover
2021-10-06,M,2005-09-01,"[74.9, -103.6]",Riddle Inc,Other,20-29,120k-150k,Mastercard
2021-03-08,F,2004-02-10,"[-9.0, 53.3]",Phillips PLC,Other,60+,60k-90k,Diners Club / Carte Blanche
2020-12-06,F,1981-11-19,"[-51.0, -120.9]",Thompson-Harrell,Other,50-59,<30k,JCB 16 digit
2022-02-12,M,1938-07-28,"[-60.2, -113.8]",Gibbs Group,Other,40-49,150k+,Mastercard
2020-02-02,F,2014-09-18,"[-25.8, 63.6]",White Group,Other,30-39,150k+,JCB 16 digit
2020-01-22,M,1954-10-21,"[61.9, -92.5]","Huffman, Phillips and Rivers",Other,20-29,90k-120k,VISA 13 digit
2021-03-10,F,2017-06-06,"[15.6, 116.8]",Caldwell Ltd,Other,60+,150k+,JCB 15 digit
2020-11-03,M,1995-03-12,"[59.5, 73.7]",Johnson and Sons,Other,50-59,150k+,VISA 16 digit
2021-12-30,M,1977-09-30,"[4.3, -172.7]","Warner, Bryan and Scott",Other,30-39,90k-120k,JCB 16 digit
2020-11-07,M,2008-04-06,"[-19.3, 101.8]",Eaton LLC,Other,60+,60k-90k,Diners Club / Carte Blanche
2019-11-18,M,1953-05-20,"[-83.2, 29.3]",Vazquez Group,Other,20-29,120k-150k,VISA 16 digit
2022-04-25,F,1971-09-02,"[24.9, -69.2]",Leonard Group,Other,30-39,<30k,JCB 16 digit
2021-07-02,M,1979-05-02,"[32.9, -75.7]",Taylor and Sons,Other,40-49,<30k,American Express
2020-11-14,F,1951-05-06,"[-74.8, 57.5]",Lamb-Gordon,Other,20-29,60k-90k,VISA 19 digit
2021-03-25,M,1906-10-22,"[-68.3, -54.7]",Davies LLC,Other,40-49,150k+,JCB 16 digit
2019-08-08,M,1931-12-06,"[-60.0, -4.1]",Hull-Carr,Other,30-39,150k+,Maestro
2020-05-19,F,1979-12-06,"[-2.2, 73.4]",Herrera Group,Other,30-39,30k-60k,JCB 16 digit
2021-01-31,F,1963-02-12,"[-67.3, 40.9]",Griffin Group,Other,60+,150k+,VISA 16 digit
2019-09-12,F,1978-02-01,"[-58.1, 67.2]","Robinson, Evans and Ryan",Other,30-39,60k-90k,JCB 15 digit
2019-12-21,F,1939-12-11,"[-36.5, -46.1]",Fowler-Jones,Other,50-59,150k+,Discover
2020-05-30,F,1928-06-26,"[44.2, -102.5]","Sullivan, Graham and Blackwell",Other,40-49,120k-150k,VISA 19 digit
2020-12-11,M,1943-05-04,"[-7.5, -67.9]",Anderson Ltd,Other,20-29,60k-90k,VISA 19 digit
2021-11-04,M,1915-09-27,"[-5.9, 18.1]","Thompson, Smith and Mason",Other,40-49,150k+,Discover
2020-08-01,F,1977-04-11,"[28.0, -27.8]","Turner, Gonzales and Turner",Other,40-49,60k-90k,JCB 16 digit
2022-04-28,F,1944-03-14,"[5.6, 6.1]",Hull-Smith,Other,<20,150k+,Discover
2019-07-04,F,2014-08-14,"[-59.0, 3.5]",Hayes LLC,Other,30-39,120k-150k,Mastercard
2020-03-17,M,1927-05-17,"[-5.9, 2.1]",Rasmussen Inc,Other,60+,120k-150k,JCB 15 digit
2019-12-29,M,1967-08-08,"[29.6, 132.2]","Christensen, Shah and Cabrera",Other,20-29,150k+,American Express
2022-03-06,M,1952-05-20,"[57.4, 154.5]",Mccann-Browning,Other,40-49,30k-60k,JCB 16 digit
2021-07-20,F,1915-07-11,"[12.6, 132.9]","Duran, Richardson and Gutierrez",Other,50-59,30k-60k,Maestro
2020-12-04,M,2007-02-04,"[-62.8, -53.0]","Garcia, Robinson and Alexander",Other,30-39,90k-120k,Diners Club / Carte Blanche
2021-02-25,F,1961-04-16,"[32.7, -68.1]",Chen-Murphy,Other,50-59,150k+,Maestro
2019-09-18,F,1907-05-26,"[48.7, 149.4]","Huffman, Cooper and Oconnell",Other,50-59,120k-150k,Diners Club / Carte Blanche
2021-07-19,F,2019-08-25,"[-15.2, 119.0]",Ramos Inc,Other,40-49,150k+,VISA 16 digit
2020-03-25,M,1954-03-11,"[-9.9, 123.4]",Roberts LLC,Other,40-49,150k+,VISA 13 digit
2021-02-08,F,1958-05-02,"[6.3, -85.1]","Williams, Delacruz and Lopez",Other,40-49,90k-120k,Mastercard
2020-04-21,M,2012-09-11,"[77.8, -169.3]",Anderson-Reid,Other,40-49,150k+,JCB 16 digit
2019-06-24,F,1988-04-15,"[-23.5, 137.1]",Brown-Ewing,Other,40-49,150k+,JCB 16 digit
2020-07-20,M,1945-12-06,"[77.2, -152.8]",Wong-Crawford,Other,20-29,150k+,VISA 19 digit
2021-09-09,M,1966-09-08,"[-89.1, -17.5]","Mccullough, Harris and Gray",Professional,20-29,90k-120k,VISA 19 digit
2019-11-28,M,2018-02-09,"[34.1, -103.0]",Dean-Adams,Other,50-59,150k+,VISA 13 digit
2021-11-07,M,1932-05-04,"[42.3, -37.5]",Holmes PLC,Other,40-49,150k+,JCB 16 digit
2020-06-11,F,2019-10-17,"[-55.4, -97.9]","Villanueva, Thomas and Collins",Other,20-29,150k+,VISA 16 digit
2021-02-04,F,1977-12-18,"[79.1, -70.7]",Sawyer-Stephenson,Other,20-29,150k+,JCB 16 digit
2019-10-18,M,1951-07-08,"[43.3, 115.1]",Williams Group,Other,40-49,90k-120k,Diners Club / Carte Blanche
2019-07-20,F,1906-08-30,"[3.4, 115.3]","Garcia, Pitts and Tucker",Other,50-59,150k+,JCB 15 digit
2020-09-07,F,2021-10-11,"[13.3, 113.8]",Smith-Lopez,Other,30-39,<30k,VISA 13 digit
2020-01-12,F,2019-08-24,"[6.7, 105.6]","Allen, George and Robertson",Other,20-29,90k-120k,VISA 19 digit
2020-09-20,F,1941-03-06,"[87.5, 80.3]",Evans PLC,Other,20-29,150k+,VISA 19 digit
2021-06-16,M,1948-08-10,"[76.8, 41.1]",Joyce-Taylor,Other,20-29,90k-120k,JCB 16 digit
2022-04-02,F,1976-12-07,"[-46.3, 16.3]","Lucero, Perez and Foley",Other,50-59,60k-90k,JCB 15 digit
2021-04-18,M,1933-05-05,"[29.3, -145.8]","Baker, Cummings and Chang",Other,40-49,150k+,JCB 16 digit
2019-11-16,F,1998-01-25,"[83.7, -83.4]",Garza Inc,Other,40-49,150k+,Discover
2019-12-27,F,1954-10-15,"[-53.6, -78.3]",Berg-Kelly,Other,50-59,90k-120k,Maestro
2020-10-18,M,1970-02-11,"[82.5, -14.7]",Graham-Vasquez,Other,40-49,120k-150k,VISA 16 digit
2020-01-11,F,1987-05-23,"[17.2, -13.3]","Walker, Olsen and Swanson",Other,40-49,120k-150k,Mastercard
2021-09-09,M,1922-06-12,"[-65.6, -145.9]",Moore-Lewis,Other,50-59,150k+,VISA 16 digit
2021-09-15,F,1935-07-11,"[77.1, -109.9]","Haney, Peterson and Warren",Other,20-29,30k-60k,Discover
2020-08-20,M,1997-03-20,"[15.0, 87.0]",Watson LLC,Other,20-29,150k+,JCB 16 digit
2021-08-18,F,2006-07-07,"[57.8, 3.0]",Russell-King,Other,20-29,60k-90k,VISA 19 digit
2021-10-13,M,1961-09-30,"[68.7, -139.4]",Hale-Stout,Other,60+,120k-150k,Mastercard
2020-10-15,M,1985-01-04,"[-21.3, 42.8]","Greene, White and Thornton",Other,40-49,90k-120k,VISA 16 digit
2020-11-04,M,1973-09-23,"[49.9, -50.9]",Thomas LLC,Other,50-59,120k-150k,American Express
2021-08-27,M,1970-11-08,"[-6.4, 94.3]","Bailey, Velazquez and King",Other,60+,60k-90k,VISA 13 digit
2020-05-24,F,1949-09-03,"[21.2, -29.9]",Wiley Group,Other,20-29,30k-60k,American Express
2021-02-27,M,1922-08-18,"[-69.6, -131.2]",Butler Group,Other,30-39,150k+,VISA 13 digit
2020-08-11,F,1926-05-06,"[-40.0, 165.2]",Harrell-Campbell,Other,30-39,150k+,VISA 16 digit
2019-12-18,F,1926-06-02,"[57.4, -31.4]",Hutchinson-Charles,Professional,20-29,90k-120k,JCB 15 digit
2020-06-13,F,1958-04-02,"[51.2, -117.1]",Young-George,Other,40-49,150k+,American Express
2020-08-02,F,1983-07-11,"[2.9, -46.1]",Hudson-Collins,Other,50-59,90k-120k,VISA 13 digit
2022-01-14,F,1975-09-30,"[-43.0, 172.6]",Camacho-Frazier,Other,60+,150k+,Discover
2021-09-10,F,1907-02-24,"[22.3, 113.8]",Ball-Mcconnell,Other,40-49,60k-90k,Maestro
2020-02-23,F,1941-05-26,"[-18.2, -171.8]","Moore, Martin and Ortega",Other,60+,<30k,American Express
2020-01-19,M,2000-02-04,"[-70.0, 98.7]",Cruz Inc,Other,30-39,150k+,VISA 13 digit
2022-05-29,F,1989-02-22,"[58.2, 18.0]","Mendoza, Lamb and Taylor",Other,50-59,150k+,Maestro
2020-02-14,F,1916-07-18,"[43.2, -23.3]",Hughes-Frye,Other,20-29,120k-150k,VISA 13 digit
2021-09-12,F,2013-08-22,"[-75.1, -12.6]",Stark-Washington,Other,40-49,150k+,JCB 16 digit
2019-07-09,F,1966-11-18,"[39.1, -151.9]","Rivera, Adams and Cabrera",Other,20-29,30k-60k,American Express
2019-08-22,F,1956-03-24,"[-13.4, 156.3]","Smith, Morton and Clark",Other,20-29,30k-60k,Mastercard
2020-12-28,F,2002-10-20,"[10.4, -25.7]","Allison, Davis and Bryant",Other,50-59,30k-60k,Discover
2019-10-11,F,2010-02-22,"[-64.1, -136.9]",Wilkinson PLC,Other,<20,30k-60k,American Express
2020-08-30,F,1987-02-21,"[34.1, 71.1]","Hart, Jones and Mays",Other,30-39,30k-60k,Discover
2021-05-24,F,1958-06-12,"[-32.7, -74.4]",Johnson-Webster,Other,20-29,30k-60k,VISA 16 digit
2019-07-05,F,1916-09-21,"[24.9, -117.9]",Gibson-Sims,Other,40-49,150k+,Diners Club / Carte Blanche
2022-02-25,M,2005-10-27,"[76.7, -0.0]",Lopez PLC,Other,60+,150k+,VISA 19 digit
2021-07-08,F,1917-03-15,"[40.9, 111.2]",Cross Ltd,Other,20-29,90k-120k,VISA 13 digit
2021-12-23,M,1997-02-23,"[-39.3, -175.9]","Collier, Sweeney and Burton",Other,20-29,30k-60k,VISA 16 digit
2021-01-01,M,1998-03-28,"[-60.7, 77.7]","King, Newton and Jenkins",Other,30-39,150k+,JCB 15 digit
2022-03-29,M,1926-12-28,"[14.3, 177.0]",Thompson Ltd,Professional,50-59,120k-150k,VISA 16 digit
2021-09-05,M,1938-03-11,"[-63.1, 172.0]","Ponce, Clark and Smith",Other,50-59,90k-120k,JCB 16 digit
2021-05-29,M,1920-05-26,"[42.3, 47.2]","Branch, Stone and Baker",Other,30-39,150k+,American Express
2021-01-21,F,1960-11-14,"[18.6, -10.5]",Henderson-Lloyd,Other,30-39,<30k,VISA 16 digit
2020-08-20,M,1948-09-12,"[29.8, 16.3]",Jennings-Barton,Other,20-29,150k+,VISA 16 digit
2020-02-18,F,2012-08-05,"[43.5, 42.5]",Thomas PLC,Professional,30-39,<30k,VISA 19 digit
2020-07-02,F,1929-02-09,"[-22.4, 33.0]",Khan-Robbins,Other,60+,30k-60k,Maestro
2021-04-14,M,1970-06-24,"[-63.7, 74.1]",Tucker-Fuller,Other,30-39,150k+,VISA 16 digit
2021-09-18,F,2018-04-26,"[46.0, 117.6]",White-Nelson,Other,20-29,150k+,JCB 16 digit
2022-02-14,M,1961-07-13,"[60.6, -124.9]",Weaver PLC,Other,<20,60k-90k,VISA 13 digit
2022-02-16,F,1977-12-06,"[68.9, -0.6]",Suarez and Sons,Other,30-39,120k-150k,JCB 16 digit
2019-12-23,F,1906-09-21,"[-88.7, -165.3]","Cruz, Miller and Cannon",Other,40-49,90k-120k,JCB 16 digit
2022-01-16,M,2019-11-22,"[-16.8, 144.4]",Bray PLC,Other,30-39,150k+,JCB 16 digit
2020-07-24,M,2018-07-04,"[-75.3, -169.0]","Mills, Duncan and Torres",Other,40-49,150k+,VISA 16 digit
2021-11-21,F,1981-05-27,"[42.2, 26.5]",Johnson-Johnson,Other,60+,90k-120k,VISA 16 digit
2021-07-26,M,2010-03-23,"[40.8, -176.0]",Dawson Group,Other,60+,150k+,VISA 16 digit
2020-08-20,F,1993-12-06,"[81.9, 94.9]",Williams Ltd,Other,40-49,120k-150k,Maestro
2022-04-17,M,1961-04-23,"[69.0, -44.5]","Taylor, Martinez and Reyes",Other,50-59,90k-120k,JCB 15 digit
2021-09-02,M,1907-06-23,"[19.9, 151.2]",Gonzalez-Nolan,Other,60+,150k+,JCB 15 digit
2021-12-04,M,1919-07-01,"[50.4, -126.7]",Brooks Ltd,Professional,50-59,60k-90k,VISA 13 digit
2021-06-09,M,1916-02-17,"[81.1, -131.3]","Martin, Ballard and Hall",Other,30-39,<30k,JCB 15 digit
2019-09-14,M,1935-08-17,"[-56.1, 49.8]",Smith LLC,Other,50-59,90k-120k,Maestro
2021-02-23,F,1930-06-12,"[33.7, 73.3]","Anderson, Lopez and Mendez",Other,30-39,60k-90k,VISA 16 digit
2020-05-19,M,1995-01-12,"[-77.1, 97.5]",Rogers Ltd,Other,20-29,60k-90k,Diners Club / Carte Blanche
2022-05-01,M,1937-08-06,"[43.3, -8.7]",Chavez Group,Other,<20,60k-90k,Diners Club / Carte Blanche
2022-02-01,M,1916-11-09,"[-47.1, 7.9]","Smith, Williamson and Chang",Other,40-49,150k+,VISA 19 digit
2020-02-19,M,1988-06-09,"[22.6, -172.6]",Gordon Ltd,Other,20-29,150k+,JCB 16 digit
2020-03-28,M,1939-06-06,"[29.0, 163.8]",Gomez LLC,Other,30-39,60k-90k,JCB 16 digit
2022-01-24,F,1969-11-17,"[-76.0, -36.1]",Kelly Ltd,Other,30-39,120k-150k,JCB 16 digit
2020-04-12,F,1957-06-08,"[-65.1, 165.2]","Benson, Moyer and Aguilar",Other,50-59,150k+,Maestro
2020-08-07,M,1948-01-05,"[-72.8, 81.2]",Singleton LLC,Other,20-29,150k+,JCB 16 digit
2020-05-30,F,1950-01-07,"[62.8, -122.5]","Dunn, White and Bennett",Other,30-39,150k+,JCB 16 digit
2022-03-19,M,1964-07-18,"[67.5, -148.7]",Turner Inc,Other,20-29,90k-120k,Discover
2020-02-22,M,1982-01-20,"[84.2, -83.2]",Briggs-Lindsey,Other,20-29,90k-120k,Discover
2021-01-02,M,1920-06-08,"[53.2, 142.0]",Lara-Smith,Other,20-29,150k+,Diners Club / Carte Blanche
2022-05-31,M,1932-07-22,"[20.4, 32.2]","Shannon, Hill and Miller",Other,20-29,150k+,Diners Club / Carte Blanche
2021-11-25,F,1944-04-28,"[-49.7, 98.8]","Scott, Andrews and Medina",Other,20-29,120k-150k,American Express
2019-10-05,F,1948-01-25,"[-74.0, -80.6]",Bryant Group,Other,30-39,90k-120k,VISA 19 digit
2021-05-28,M,2019-03-27,"[21.7, -156.6]",Oliver LLC,Other,30-39,150k+,VISA 16 digit
2019-12-27,M,2011-09-28,"[-27.2, -150.6]",Barnett PLC,Other,40-49,150k+,VISA 16 digit
2020-03-12,F,1959-05-09,"[27.4, 150.3]","Austin, Martinez and Berry",Other,40-49,90k-120k,JCB 15 digit
2020-12-11,F,1983-09-24,"[-53.0, 78.4]",Martin and Sons,Other,30-39,<30k,American Express
2022-05-02,F,1913-04-27,"[2.9, 171.6]",Humphrey-Wilson,Other,20-29,30k-60k,VISA 16 digit
2021-08-30,F,1954-05-22,"[-28.9, 0.8]",Bruce LLC,Other,20-29,30k-60k,VISA 13 digit
2021-08-05,M,1971-09-23,"[-41.3, -62.9]","Hill, Lee and Brown",Other,20-29,30k-60k,Maestro
2020-01-11,F,1973-02-01,"[-75.4, 157.1]",Beltran Inc,Other,50-59,60k-90k,VISA 19 digit
2020-09-29,F,1989-09-02,"[38.8, 23.1]",Ruiz and Sons,Other,30-39,150k+,American Express
2021-06-23,F,1940-08-12,"[48.5, -12.5]",Brooks-Hernandez,Other,20-29,120k-150k,VISA 16 digit
2021-01-23,F,1934-11-19,"[3.9, 80.3]",Johnson Group,Other,50-59,90k-120k,JCB 16 digit
2022-04-01,M,2022-06-01,"[-52.5, 113.7]","Rodriguez, Wright and Smith",Other,30-39,30k-60k,VISA 13 digit
2020-05-12,M,1992-07-02,"[54.2, 23.2]",Trujillo-Porter,Other,60+,150k+,American Express
2021-04-09,M,1974-03-31,"[-19.8, 105.6]","Edwards, Avila and Jackson",Other,<20,30k-60k,JCB 15 digit
2021-12-26,F,1996-05-25,"[77.1, -12.2]","Pearson, Lewis and Wall",Other,30-39,150k+,American Express
2019-12-20,F,1963-01-20,"[86.0, -22.0]",Green-Banks,Other,30-39,60k-90k,Maestro
2022-02-18,M,1945-09-23,"[-89.5, 52.8]",Barry LLC,Other,50-59,30k-60k,VISA 19 digit
2020-10-23,M,2004-05-18,"[-35.9, -12.7]",Mason-Osborne,Other,50-59,150k+,JCB 15 digit
2020-07-22,M,1989-06-07,"[29.6, -60.1]",Kemp Inc,Other,50-59,30k-60k,VISA 16 digit
2020-10-24,M,1932-02-05,"[-37.6, 112.4]",Knox Ltd,Other,20-29,150k+,VISA 16 digit
2021-06-16,M,2006-05-07,"[74.5, 13.4]",Edwards LLC,Other,<20,60k-90k,VISA 19 digit
2021-09-19,F,1955-01-28,"[35.1, -130.2]",Beltran and Sons,Other,40-49,30k-60k,Maestro
2020-04-11,F,1963-05-25,"[1.6, 29.8]","Gardner, Tyler and Taylor",Other,30-39,90k-120k,JCB 16 digit
2021-04-25,M,2004-04-24,"[85.4, 10.9]",Crosby-Lozano,Other,20-29,150k+,JCB 15 digit
2022-03-15,M,1947-01-23,"[-10.4, -167.3]","Simmons, Kennedy and Wilson",Other,60+,90k-120k,VISA 19 digit
2021-11-24,M,1967-12-10,"[24.9, 93.8]",Fox and Sons,Other,60+,90k-120k,Diners Club / Carte Blanche
2020-07-09,M,1965-05-12,"[70.4, -62.9]",Gilbert and Sons,Other,30-39,150k+,JCB 16 digit
2020-11-19,F,1926-11-24,"[49.6, 179.8]","Hall, Gross and Walker",Other,60+,150k+,Discover
2022-05-05,F,1923-01-13,"[55.0, 20.4]",Harrell Group,Other,60+,150k+,VISA 19 digit
2021-11-22,M,2003-04-06,"[-20.9, -131.4]",Rojas Group,Other,40-49,60k-90k,JCB 16 digit
2020-07-18,M,1910-04-06,"[44.6, -89.5]",Jones-Sosa,Other,60+,150k+,JCB 16 digit
2021-09-15,F,2005-08-28,"[-74.5, -44.6]",Hester and Sons,Other,50-59,120k-150k,Mastercard
2021-05-08,M,2015-03-30,"[-44.3, 134.1]",Sanders-Simpson,Other,30-39,90k-120k,Diners Club / Carte Blanche
2021-07-08,F,1982-08-21,"[16.2, 23.2]","Roberts, Brown and Robinson",Other,40-49,90k-120k,JCB 16 digit
2021-03-16,M,1988-12-10,"[-40.5, -20.2]",Ballard-Kidd,Professional,50-59,150k+,VISA 16 digit
2019-08-17,F,1986-08-09,"[-1.7, -155.3]","Perez, Hunter and Mills",Other,50-59,120k-150k,VISA 16 digit
2020-11-05,M,1998-04-12,"[-32.6, 83.3]",Simmons Inc,Other,50-59,60k-90k,Mastercard
2021-06-16,M,1993-06-23,"[-28.0, -9.0]",Schmidt-Murray,Other,40-49,60k-90k,VISA 16 digit
2020-11-03,M,1960-04-11,"[-49.1, 161.6]",Patrick-Sanchez,Other,20-29,120k-150k,Discover
2020-05-26,F,1989-08-19,"[-52.1, -77.8]","Warner, Sullivan and Jordan",Professional,60+,150k+,Diners Club / Carte Blanche
2020-04-03,M,1990-08-28,"[32.7, -136.7]",Massey and Sons,Other,30-39,30k-60k,JCB 15 digit
2021-08-01,F,1921-10-23,"[-20.6, -8.9]",Guerrero PLC,Other,20-29,150k+,JCB 16 digit
2020-02-26,M,1934-03-26,"[-80.4, -148.5]",Ray-Allen,Other,40-49,90k-120k,VISA 16 digit
2020-02-27,M,1946-03-22,"[40.8, 163.6]","Sutton, Villarreal and Hicks",Other,40-49,150k+,VISA 16 digit
2020-06-21,M,1970-03-10,"[73.3, 128.4]",Wells PLC,Other,60+,30k-60k,Discover
2020-10-08,F,1923-01-17,"[24.9, 60.3]",Cooper LLC,Other,30-39,60k-90k,Diners Club / Carte Blanche
2021-09-16,F,2015-12-03,"[-34.9, -76.3]",Stone and Sons,Other,50-59,150k+,Mastercard
2019-12-08,M,1981-07-15,"[29.8, 133.5]",Reese and Sons,Other,40-49,150k+,JCB 16 digit
2019-06-24,F,2018-12-10,"[-15.9, 13.0]",Hart-Thomas,Other,30-39,150k+,American Express
2021-12-27,F,1918-11-17,"[-9.3, 118.5]",Potter LLC,Other,30-39,120k-150k,Diners Club / Carte Blanche
2020-08-14,M,1931-09-02,"[-47.7, 148.9]","Joyce, Hughes and Robertson",Other,50-59,150k+,Discover
2021-12-16,F,1919-07-15,"[-30.2, 25.1]","Donovan, Spencer and Sanchez",Other,60+,120k-150k,VISA 16 digit
2020-05-11,F,1981-01-29,"[-9.6, 109.1]",Young-Hernandez,Other,40-49,90k-120k,Diners Club / Carte Blanche
2021-01-02,F,1989-04-19,"[22.8, -104.3]","Armstrong, Cortez and Kelley",Other,30-39,120k-150k,VISA 19 digit
2020-10-25,M,1999-07-04,"[16.8, 93.4]","King, Young and Murray",Other,50-59,90k-120k,VISA 13 digit
2022-02-06,M,1935-12-11,"[-18.2, -31.9]",Tran PLC,Other,30-39,90k-120k,VISA 19 digit
2021-05-15,M,1935-07-17,"[84.5, -35.3]","Aguirre, Cohen and Smith",Other,30-39,<30k,Discover
2020-12-09,F,1972-11-12,"[89.7, -71.1]","Tate, Cruz and Davis",Other,30-39,150k+,Diners Club / Carte Blanche
2019-11-24,F,1958-01-14,"[-2.2, 106.1]","Walker, Hardin and Thomas",Other,40-49,150k+,JCB 16 digit
2021-06-11,F,2001-06-29,"[-31.5, 175.0]","Vaughn, Torres and Washington",Other,50-59,150k+,Diners Club / Carte Blanche
2021-03-08,F,1982-12-28,"[-39.0, 68.1]","Graham, Harrison and Webb",Other,50-59,150k+,VISA 16 digit
2020-10-23,M,2020-11-24,"[-25.8, 1.7]",Martin-Maldonado,Other,<20,150k+,VISA 16 digit
2021-06-30,M,1962-01-29,"[-86.8, -46.7]",Camacho Ltd,Other,<20,150k+,VISA 16 digit
2021-03-19,M,2015-09-10,"[81.3, 74.0]",Peterson Group,Other,20-29,120k-150k,JCB 16 digit
2021-03-27,M,1965-03-12,"[-75.7, 41.2]",Garcia and Sons,Other,50-59,150k+,VISA 19 digit
2021-08-25,M,1999-06-03,"[-23.4, -117.4]",Reyes-Wong,Other,30-39,<30k,VISA 19 digit
2019-11-02,M,1946-07-03,"[-77.0, 137.9]",Wilkins-Brown,Other,50-59,90k-120k,Discover
2022-02-08,M,1984-04-25,"[47.6, 115.7]","Bruce, Townsend and Wise",Other,40-49,150k+,JCB 15 digit
2022-05-27,M,1941-08-26,"[-89.7, 150.3]",Taylor-Greene,Other,20-29,120k-150k,Discover
2020-01-08,M,1922-08-22,"[56.9, 111.2]",Johnson and Sons,Other,20-29,30k-60k,VISA 19 digit
2019-12-21,F,1976-02-12,"[77.7, -63.0]",Nichols-Gonzales,Other,30-39,150k+,JCB 15 digit
2022-03-30,M,1957-06-13,"[-17.2, 73.2]",Miller Ltd,Other,20-29,150k+,VISA 13 digit
2021-04-28,F,1943-06-10,"[64.0, 173.9]",Novak-Vasquez,Other,30-39,30k-60k,JCB 15 digit
2019-11-08,M,1940-08-04,"[13.1, -1.9]",Wong-Stone,Other,50-59,<30k,Mastercard
2022-01-29,F,2012-01-19,"[-6.5, -141.5]",Hughes-Newman,Other,50-59,30k-60k,JCB 16 digit
2019-08-23,M,1928-12-13,"[12.8, -18.9]","Roberson, Hall and Gutierrez",Other,40-49,60k-90k,JCB 16 digit
2020-10-02,F,1948-08-27,"[64.6, 88.4]","Jones, Todd and Bolton",Professional,50-59,150k+,Mastercard
2020-10-21,F,1962-02-05,"[-62.2, -46.3]",Caldwell-Wagner,Other,50-59,60k-90k,American Express
2022-05-02,F,1993-06-20,"[3.9, -7.9]",Cunningham-Gregory,Other,60+,90k-120k,Maestro
2021-10-29,F,1926-11-13,"[46.3, 141.8]",Prince Ltd,Professional,50-59,150k+,VISA 13 digit
2020-08-07,M,1936-11-22,"[15.4, -69.7]","Bass, White and Brown",Other,50-59,60k-90k,VISA 13 digit
2022-05-03,M,2007-02-18,"[45.4, 30.1]",Baker-Bush,Other,40-49,30k-60k,VISA 19 digit
2021-04-30,M,1967-04-10,"[26.3, 126.5]","Bryan, Stewart and Quinn",Other,40-49,120k-150k,VISA 16 digit
2021-09-03,M,1920-09-13,"[-65.9, 150.5]",Tran-Powell,Other,40-49,120k-150k,VISA 19 digit
2019-10-22,F,1943-12-18,"[71.9, -35.7]",Johnson-Lucas,Other,50-59,150k+,VISA 19 digit
2022-06-19,M,1961-08-01,"[-51.6, 9.7]",Wang-Moore,Other,40-49,150k+,American Express
2021-09-29,M,1921-05-04,"[-43.4, 119.3]","Russo, Martin and Bridges",Other,50-59,90k-120k,VISA 16 digit
2022-02-03,F,1942-02-04,"[-39.0, -63.3]",Mendez and Sons,Other,60+,30k-60k,VISA 16 digit
2020-09-17,M,1956-11-05,"[15.0, 58.9]","Johnson, Henderson and Alvarado",Other,20-29,120k-150k,JCB 16 digit
2019-10-16,F,1944-10-26,"[39.2, 65.0]","Rogers, Garcia and Richards",Other,30-39,90k-120k,VISA 16 digit
2019-12-06,M,2010-08-05,"[-87.3, 139.5]",Harris-Simmons,Other,50-59,150k+,Diners Club / Carte Blanche
2021-07-21,M,1968-10-29,"[-49.5, 46.2]",Heath-Gutierrez,Other,50-59,150k+,VISA 19 digit
